id,loan_status,probability
58790,0,0.0332
58791,0,0.0977
58792,0,0.0009
58793,0,0.0427
58794,0,0.0097
58795,0,0.0172
58796,0,0.0212
58797,0,0.0156
58798,0,0.0887
58799,1,0.8247
58800,0,0.0327
58801,0,0.0024
58802,1,0.9052
58803,0,0.2462
58804,0,0.3256
58805,1,0.9248
58806,0,0.0467
58807,0,0.0175
58808,0,0.0346
58809,1,0.9527
58810,1,0.9057
58811,0,0.0359
58812,0,0.0521
58813,0,0.0166
58814,0,0.0199
58815,0,0.0138
58816,0,0.0129
58817,0,0.0013
58818,0,0.0429
58819,0,0.0763
58820,0,0.0035
58821,0,0.028
58822,0,0.0037
58823,0,0.1359
58824,0,0.0383
58825,0,0.0012
58826,0,0.169
58827,0,0.0285
58828,0,0.0045
58829,0,0.0917
58830,0,0.0292
58831,0,0.0522
58832,0,0.0229
58833,0,0.0057
58834,0,0.018
58835,1,0.9609
58836,0,0.0702
58837,0,0.0758
58838,0,0.011
58839,0,0.0014
58840,0,0.0094
58841,1,0.9607
58842,0,0.0042
58843,0,0.0126
58844,0,0.0571
58845,0,0.1222
58846,0,0.0006
58847,1,0.9218
58848,0,0.0994
58849,0,0.2266
58850,0,0.0246
58851,0,0.0725
58852,0,0.3453
58853,0,0.0318
58854,1,0.9778
58855,0,0.1569
58856,0,0.0024
58857,0,0.0755
58858,0,0.1452
58859,0,0.0175
58860,0,0.0093
58861,0,0.0464
58862,0,0.1958
58863,0,0.1943
58864,0,0.02
58865,0,0.3877
58866,0,0.0268
58867,0,0.0006
58868,0,0.0223
58869,0,0.0103
58870,0,0.1322
58871,0,0.007
58872,0,0.021
58873,0,0.0123
58874,1,0.9718
58875,0,0.0133
58876,0,0.0082
58877,0,0.0038
58878,0,0.0364
58879,0,0.0084
58880,0,0.0188
58881,0,0.0219
58882,0,0.0027
58883,0,0.1802
58884,0,0.1906
58885,0,0.0939
58886,0,0.0028
58887,1,0.9785
58888,0,0.2487
58889,1,0.9642
58890,0,0.0911
58891,0,0.2209
58892,0,0.0565
58893,0,0.0229
58894,0,0.0396
58895,0,0.0048
58896,0,0.0029
58897,0,0.0286
58898,0,0.1577
58899,1,0.9529
58900,0,0.0138
58901,0,0.0964
58902,0,0.1016
58903,0,0.0034
58904,0,0.0417
58905,0,0.0035
58906,0,0.0718
58907,0,0.053
58908,0,0.0077
58909,0,0.0353
58910,0,0.005
58911,0,0.0246
58912,0,0.0036
58913,0,0.174
58914,0,0.0148
58915,0,0.0225
58916,0,0.0145
58917,0,0.0612
58918,0,0.0131
58919,0,0.007
58920,0,0.1621
58921,0,0.0095
58922,0,0.0369
58923,0,0.0083
58924,0,0.0261
58925,0,0.0093
58926,0,0.116
58927,0,0.0296
58928,0,0.0785
58929,0,0.0023
58930,0,0.0189
58931,1,0.9553
58932,1,0.9037
58933,1,0.5472
58934,0,0.0459
58935,0,0.0153
58936,0,0.0335
58937,0,0.0093
58938,0,0.0216
58939,0,0.0064
58940,0,0.0164
58941,1,0.9633
58942,1,0.9392
58943,0,0.0341
58944,0,0.0184
58945,0,0.027
58946,0,0.0267
58947,0,0.0118
58948,0,0.034
58949,0,0.0146
58950,0,0.2985
58951,0,0.2368
58952,0,0.0055
58953,0,0.0227
58954,1,0.9775
58955,0,0.019
58956,0,0.0038
58957,1,0.9893
58958,1,0.9909
58959,0,0.0131
58960,0,0.0267
58961,0,0.0035
58962,0,0.1654
58963,0,0.0417
58964,0,0.0327
58965,0,0.0221
58966,0,0.019
58967,0,0.0088
58968,0,0.0283
58969,0,0.2818
58970,0,0.0023
58971,0,0.1171
58972,0,0.0906
58973,1,0.9783
58974,0,0.037
58975,0,0.0476
58976,0,0.0409
58977,0,0.0382
58978,0,0.0286
58979,0,0.0148
58980,0,0.0113
58981,0,0.0016
58982,0,0.0051
58983,0,0.006
58984,0,0.0114
58985,0,0.0291
58986,1,0.9614
58987,0,0.0079
58988,0,0.0416
58989,0,0.0308
58990,0,0.0027
58991,0,0.0197
58992,0,0.0108
58993,0,0.0036
58994,0,0.0163
58995,1,0.9842
58996,0,0.0275
58997,1,0.9371
58998,0,0.008
58999,0,0.0141
59000,0,0.0621
59001,0,0.1562
59002,0,0.0401
59003,0,0.0614
59004,0,0.0428
59005,0,0.0036
59006,0,0.0266
59007,0,0.0557
59008,1,0.9828
59009,0,0.0179
59010,0,0.0065
59011,0,0.0215
59012,0,0.0392
59013,0,0.0058
59014,0,0.0132
59015,0,0.0734
59016,0,0.0125
59017,0,0.0188
59018,0,0.0364
59019,0,0.007
59020,0,0.0037
59021,0,0.0205
59022,0,0.1085
59023,1,0.9652
59024,0,0.0357
59025,1,0.9741
59026,0,0.0159
59027,0,0.0094
59028,0,0.0306
59029,0,0.0393
59030,0,0.0122
59031,1,0.5954
59032,1,0.5409
59033,0,0.1244
59034,0,0.0628
59035,0,0.0083
59036,0,0.1289
59037,0,0.0981
59038,0,0.0107
59039,0,0.0164
59040,0,0.0273
59041,0,0.0212
59042,0,0.0507
59043,1,0.9633
59044,0,0.0092
59045,0,0.0419
59046,0,0.2241
59047,0,0.2297
59048,0,0.0067
59049,0,0.026
59050,0,0.0078
59051,0,0.0444
59052,0,0.004
59053,0,0.03
59054,0,0.0425
59055,0,0.0586
59056,0,0.0048
59057,1,0.9162
59058,0,0.0149
59059,0,0.1845
59060,0,0.0036
59061,0,0.003
59062,0,0.0171
59063,0,0.0017
59064,0,0.0179
59065,0,0.0051
59066,0,0.0553
59067,0,0.0067
59068,0,0.0215
59069,0,0.0411
59070,0,0.0076
59071,0,0.0608
59072,0,0.0188
59073,1,0.9647
59074,0,0.0403
59075,0,0.0303
59076,0,0.0168
59077,1,0.9837
59078,0,0.0873
59079,0,0.0446
59080,0,0.0111
59081,0,0.0247
59082,0,0.0356
59083,0,0.0044
59084,0,0.002
59085,0,0.0498
59086,0,0.0963
59087,0,0.035
59088,0,0.0444
59089,0,0.0861
59090,0,0.0572
59091,0,0.0019
59092,0,0.1859
59093,0,0.0487
59094,0,0.0169
59095,0,0.0014
59096,1,0.9734
59097,0,0.0839
59098,0,0.0275
59099,0,0.0093
59100,0,0.005
59101,0,0.0159
59102,0,0.0243
59103,0,0.0345
59104,0,0.0013
59105,0,0.0407
59106,0,0.0028
59107,0,0.0753
59108,0,0.0472
59109,0,0.0541
59110,0,0.0099
59111,0,0.0091
59112,0,0.0207
59113,1,0.9698
59114,0,0.0496
59115,0,0.1557
59116,0,0.0027
59117,0,0.0107
59118,0,0.0358
59119,0,0.013
59120,0,0.0048
59121,0,0.0076
59122,0,0.0669
59123,1,0.9824
59124,1,0.9517
59125,0,0.0454
59126,1,0.9341
59127,0,0.0115
59128,0,0.0197
59129,0,0.0098
59130,0,0.0165
59131,0,0.045
59132,0,0.1523
59133,1,0.732
59134,0,0.0369
59135,0,0.0008
59136,0,0.0069
59137,0,0.0252
59138,0,0.0082
59139,0,0.0049
59140,0,0.0377
59141,1,0.9859
59142,0,0.2118
59143,0,0.0209
59144,0,0.0141
59145,0,0.0518
59146,0,0.1161
59147,0,0.0201
59148,0,0.0248
59149,0,0.014
59150,0,0.0101
59151,0,0.0203
59152,0,0.0198
59153,0,0.0039
59154,0,0.0548
59155,0,0.1466
59156,0,0.1546
59157,0,0.0108
59158,0,0.0478
59159,0,0.0137
59160,0,0.0351
59161,0,0.008
59162,0,0.0133
59163,0,0.0177
59164,0,0.0298
59165,0,0.0975
59166,0,0.0028
59167,0,0.0302
59168,0,0.1433
59169,1,0.9427
59170,0,0.0136
59171,0,0.0072
59172,0,0.235
59173,0,0.0029
59174,0,0.0086
59175,0,0.0092
59176,0,0.0423
59177,0,0.0111
59178,0,0.0076
59179,0,0.0088
59180,0,0.1477
59181,0,0.1201
59182,1,0.9703
59183,0,0.0174
59184,0,0.0415
59185,0,0.123
59186,0,0.0262
59187,0,0.0059
59188,0,0.0231
59189,0,0.0283
59190,0,0.0034
59191,0,0.0178
59192,0,0.2714
59193,0,0.0092
59194,0,0.1264
59195,0,0.0234
59196,0,0.0208
59197,0,0.0457
59198,0,0.0327
59199,0,0.0018
59200,1,0.9874
59201,0,0.0084
59202,0,0.0068
59203,0,0.4741
59204,0,0.0236
59205,0,0.0124
59206,0,0.0198
59207,0,0.0323
59208,0,0.0049
59209,0,0.004
59210,0,0.0181
59211,0,0.0425
59212,0,0.0263
59213,0,0.117
59214,0,0.06
59215,0,0.0092
59216,0,0.0468
59217,0,0.0052
59218,0,0.0018
59219,0,0.0082
59220,1,0.8874
59221,1,0.8693
59222,0,0.0228
59223,0,0.0134
59224,0,0.3845
59225,0,0.0084
59226,0,0.0057
59227,0,0.117
59228,0,0.2232
59229,0,0.0009
59230,0,0.0038
59231,0,0.002
59232,0,0.0852
59233,0,0.0171
59234,0,0.0512
59235,0,0.0025
59236,0,0.17
59237,0,0.0331
59238,0,0.0079
59239,0,0.219
59240,0,0.0089
59241,0,0.0244
59242,0,0.0213
59243,1,0.9763
59244,0,0.0174
59245,1,0.9303
59246,0,0.021
59247,0,0.0277
59248,0,0.0067
59249,0,0.1135
59250,0,0.3638
59251,0,0.0448
59252,0,0.0119
59253,0,0.0583
59254,0,0.0206
59255,0,0.0066
59256,0,0.0018
59257,1,0.9847
59258,0,0.0112
59259,1,0.9962
59260,0,0.0222
59261,0,0.0234
59262,0,0.0904
59263,0,0.0011
59264,0,0.0285
59265,0,0.4229
59266,0,0.0438
59267,0,0.2166
59268,0,0.0329
59269,0,0.0051
59270,1,0.9882
59271,0,0.0062
59272,1,0.9626
59273,0,0.022
59274,0,0.0891
59275,0,0.0172
59276,0,0.0373
59277,0,0.0088
59278,0,0.0554
59279,0,0.0055
59280,0,0.0155
59281,0,0.0421
59282,0,0.0105
59283,0,0.0139
59284,0,0.005
59285,0,0.0329
59286,0,0.0373
59287,0,0.0427
59288,1,0.9803
59289,0,0.0131
59290,0,0.0462
59291,0,0.0268
59292,0,0.001
59293,0,0.0155
59294,1,0.9716
59295,0,0.1574
59296,0,0.0053
59297,0,0.0112
59298,0,0.0518
59299,0,0.023
59300,0,0.1021
59301,0,0.0226
59302,0,0.024
59303,0,0.0451
59304,0,0.0598
59305,0,0.1083
59306,0,0.0174
59307,0,0.0199
59308,0,0.008
59309,0,0.0109
59310,0,0.0067
59311,0,0.0724
59312,0,0.0413
59313,1,0.9385
59314,0,0.2532
59315,0,0.0079
59316,0,0.2657
59317,0,0.0382
59318,0,0.0109
59319,0,0.0742
59320,0,0.014
59321,0,0.0386
59322,0,0.0896
59323,0,0.0493
59324,1,0.8028
59325,0,0.0239
59326,0,0.0158
59327,0,0.035
59328,0,0.0188
59329,0,0.0223
59330,0,0.0629
59331,0,0.0761
59332,0,0.0185
59333,0,0.0055
59334,0,0.0425
59335,0,0.0157
59336,0,0.0575
59337,0,0.0102
59338,0,0.0708
59339,0,0.1742
59340,1,0.5612
59341,0,0.0861
59342,0,0.1005
59343,0,0.0085
59344,0,0.0485
59345,0,0.0169
59346,0,0.0106
59347,0,0.0944
59348,0,0.0138
59349,0,0.029
59350,0,0.012
59351,0,0.0339
59352,0,0.0711
59353,1,0.9543
59354,1,0.9163
59355,0,0.0014
59356,0,0.0078
59357,0,0.0104
59358,0,0.0288
59359,0,0.0283
59360,1,0.9772
59361,0,0.0074
59362,0,0.1413
59363,0,0.0018
59364,0,0.0034
59365,0,0.0067
59366,0,0.0074
59367,0,0.0414
59368,1,0.9514
59369,0,0.0537
59370,0,0.0084
59371,0,0.0061
59372,0,0.371
59373,0,0.0348
59374,0,0.0067
59375,1,0.9589
59376,1,0.7292
59377,0,0.056
59378,0,0.1139
59379,0,0.0187
59380,0,0.0399
59381,0,0.0097
59382,0,0.0982
59383,1,0.9621
59384,0,0.0266
59385,0,0.0139
59386,0,0.0718
59387,1,0.98
59388,0,0.1648
59389,0,0.0549
59390,0,0.0767
59391,0,0.0708
59392,0,0.198
59393,1,0.9393
59394,1,0.948
59395,0,0.0572
59396,0,0.0208
59397,0,0.017
59398,0,0.0065
59399,0,0.0119
59400,0,0.0248
59401,0,0.0241
59402,0,0.0788
59403,0,0.0171
59404,0,0.0309
59405,0,0.0045
59406,0,0.0248
59407,0,0.0269
59408,0,0.0459
59409,0,0.0228
59410,0,0.0034
59411,0,0.0144
59412,0,0.0162
59413,0,0.0014
59414,0,0.0521
59415,0,0.0175
59416,0,0.009
59417,0,0.0094
59418,0,0.0109
59419,0,0.0017
59420,0,0.1257
59421,0,0.2419
59422,0,0.0416
59423,0,0.0635
59424,1,0.95
59425,0,0.0924
59426,0,0.0071
59427,0,0.0076
59428,0,0.1202
59429,0,0.0082
59430,0,0.0029
59431,0,0.017
59432,0,0.0048
59433,0,0.0277
59434,0,0.0043
59435,0,0.0015
59436,0,0.0022
59437,0,0.0096
59438,1,0.5383
59439,0,0.0343
59440,0,0.0028
59441,0,0.0156
59442,0,0.0021
59443,0,0.0032
59444,0,0.0771
59445,0,0.0617
59446,0,0.0395
59447,0,0.0104
59448,0,0.0064
59449,0,0.0177
59450,0,0.042
59451,1,0.9572
59452,0,0.0303
59453,0,0.0222
59454,0,0.0416
59455,0,0.0329
59456,0,0.049
59457,1,0.9717
59458,0,0.0911
59459,0,0.2197
59460,0,0.1225
59461,0,0.0053
59462,1,0.9261
59463,0,0.0059
59464,0,0.3211
59465,0,0.0806
59466,0,0.0887
59467,0,0.0227
59468,0,0.0026
59469,0,0.0161
59470,0,0.002
59471,0,0.0055
59472,0,0.0966
59473,0,0.0526
59474,0,0.0147
59475,0,0.0766
59476,0,0.0113
59477,0,0.0109
59478,0,0.0087
59479,0,0.0203
59480,0,0.0118
59481,0,0.0825
59482,1,0.9728
59483,0,0.009
59484,0,0.0109
59485,0,0.0211
59486,0,0.1125
59487,0,0.1033
59488,0,0.0284
59489,0,0.0421
59490,0,0.0093
59491,1,0.9804
59492,0,0.0074
59493,0,0.015
59494,0,0.0063
59495,1,0.8437
59496,0,0.0164
59497,1,0.9779
59498,0,0.0445
59499,0,0.0677
59500,1,0.9897
59501,0,0.0261
59502,1,0.9309
59503,0,0.182
59504,0,0.0053
59505,0,0.0506
59506,0,0.0042
59507,0,0.0056
59508,0,0.0296
59509,0,0.0108
59510,0,0.0547
59511,0,0.0044
59512,0,0.0117
59513,0,0.184
59514,0,0.0229
59515,0,0.0091
59516,0,0.0264
59517,1,0.7846
59518,0,0.0107
59519,0,0.0035
59520,0,0.0295
59521,0,0.0251
59522,0,0.0952
59523,0,0.0043
59524,0,0.0115
59525,1,0.8504
59526,0,0.1248
59527,0,0.0202
59528,0,0.0508
59529,0,0.0318
59530,1,0.9331
59531,0,0.0095
59532,0,0.0007
59533,0,0.0423
59534,0,0.0763
59535,0,0.0183
59536,0,0.0472
59537,0,0.0161
59538,0,0.0986
59539,0,0.0472
59540,1,0.8347
59541,0,0.0206
59542,0,0.0487
59543,0,0.0295
59544,0,0.0219
59545,0,0.0319
59546,0,0.0161
59547,0,0.0205
59548,0,0.0064
59549,0,0.0455
59550,0,0.0093
59551,0,0.0185
59552,0,0.0085
59553,0,0.0119
59554,1,0.9401
59555,0,0.0148
59556,0,0.0049
59557,0,0.0051
59558,0,0.0348
59559,0,0.0158
59560,0,0.0136
59561,0,0.0085
59562,0,0.1233
59563,0,0.0225
59564,0,0.0761
59565,0,0.0209
59566,0,0.024
59567,0,0.0107
59568,0,0.0061
59569,0,0.0031
59570,0,0.058
59571,0,0.0759
59572,0,0.0133
59573,0,0.0248
59574,1,0.9491
59575,0,0.0305
59576,0,0.0176
59577,0,0.0658
59578,1,0.8687
59579,0,0.0074
59580,0,0.0187
59581,0,0.0505
59582,0,0.0383
59583,0,0.0211
59584,0,0.0036
59585,0,0.0192
59586,0,0.0101
59587,0,0.0044
59588,0,0.1143
59589,0,0.0333
59590,0,0.0034
59591,0,0.1709
59592,0,0.0357
59593,0,0.0108
59594,0,0.2306
59595,0,0.0064
59596,0,0.0853
59597,1,0.9412
59598,0,0.0337
59599,0,0.0636
59600,1,0.9464
59601,0,0.0014
59602,0,0.1081
59603,0,0.0924
59604,0,0.023
59605,0,0.0023
59606,0,0.0286
59607,0,0.0927
59608,0,0.0202
59609,0,0.0085
59610,1,0.9292
59611,0,0.0145
59612,1,0.9724
59613,0,0.1221
59614,0,0.3077
59615,0,0.0325
59616,0,0.0529
59617,0,0.0537
59618,0,0.1337
59619,0,0.023
59620,0,0.0112
59621,0,0.023
59622,0,0.0087
59623,0,0.0518
59624,0,0.0901
59625,0,0.015
59626,0,0.015
59627,0,0.0539
59628,0,0.0039
59629,0,0.0028
59630,0,0.0552
59631,0,0.0016
59632,0,0.0124
59633,0,0.0113
59634,0,0.0045
59635,0,0.0123
59636,0,0.0735
59637,0,0.0456
59638,1,0.9677
59639,0,0.0129
59640,0,0.0137
59641,0,0.0173
59642,0,0.0109
59643,0,0.1033
59644,0,0.0368
59645,0,0.2064
59646,0,0.0135
59647,1,0.9597
59648,0,0.0074
59649,0,0.0145
59650,0,0.003
59651,0,0.0036
59652,0,0.0222
59653,0,0.0092
59654,0,0.0758
59655,0,0.0271
59656,0,0.1015
59657,1,0.9308
59658,0,0.0054
59659,0,0.0398
59660,0,0.1112
59661,0,0.069
59662,1,0.9284
59663,0,0.0648
59664,0,0.051
59665,0,0.0241
59666,0,0.0327
59667,0,0.0106
59668,0,0.0217
59669,0,0.0098
59670,0,0.0902
59671,0,0.006
59672,0,0.0121
59673,0,0.0199
59674,1,0.5367
59675,0,0.0013
59676,0,0.1738
59677,1,0.9208
59678,0,0.0155
59679,0,0.0191
59680,0,0.0045
59681,0,0.0134
59682,0,0.0398
59683,0,0.0069
59684,0,0.0386
59685,0,0.0212
59686,0,0.3433
59687,0,0.0197
59688,0,0.0179
59689,0,0.1036
59690,0,0.0027
59691,0,0.0096
59692,0,0.0762
59693,0,0.0144
59694,0,0.0763
59695,0,0.0142
59696,1,0.9079
59697,0,0.0052
59698,0,0.0201
59699,0,0.0155
59700,0,0.0495
59701,0,0.0042
59702,0,0.0167
59703,0,0.02
59704,0,0.0044
59705,0,0.1471
59706,0,0.0168
59707,0,0.0737
59708,0,0.1095
59709,0,0.0406
59710,0,0.0266
59711,0,0.0586
59712,0,0.0169
59713,0,0.0451
59714,1,0.926
59715,1,0.9005
59716,0,0.0332
59717,0,0.0052
59718,0,0.0379
59719,1,0.9338
59720,0,0.0166
59721,1,0.7861
59722,0,0.0134
59723,0,0.0128
59724,0,0.1732
59725,0,0.0214
59726,0,0.0107
59727,0,0.0494
59728,0,0.0072
59729,0,0.0027
59730,0,0.0831
59731,0,0.0311
59732,0,0.018
59733,0,0.0107
59734,0,0.0415
59735,0,0.0067
59736,0,0.1725
59737,0,0.0104
59738,0,0.2553
59739,0,0.0194
59740,0,0.0161
59741,0,0.0099
59742,0,0.1752
59743,0,0.0154
59744,0,0.0507
59745,0,0.0077
59746,0,0.029
59747,1,0.9901
59748,0,0.1017
59749,0,0.0231
59750,0,0.1084
59751,0,0.0058
59752,0,0.0364
59753,0,0.0124
59754,0,0.0059
59755,0,0.042
59756,0,0.0087
59757,0,0.0158
59758,0,0.0562
59759,0,0.0152
59760,0,0.028
59761,0,0.016
59762,0,0.1532
59763,0,0.0013
59764,0,0.2812
59765,0,0.0058
59766,0,0.1319
59767,0,0.033
59768,0,0.0026
59769,0,0.0202
59770,0,0.0831
59771,0,0.0071
59772,0,0.0186
59773,0,0.0228
59774,0,0.0518
59775,0,0.1384
59776,0,0.1402
59777,0,0.2132
59778,0,0.0038
59779,0,0.0381
59780,0,0.0022
59781,0,0.0286
59782,0,0.0189
59783,0,0.0265
59784,0,0.0239
59785,0,0.0095
59786,0,0.1777
59787,0,0.4128
59788,0,0.0245
59789,0,0.028
59790,0,0.0163
59791,0,0.0016
59792,0,0.0146
59793,0,0.0336
59794,1,0.9738
59795,1,0.9534
59796,0,0.0117
59797,0,0.028
59798,0,0.0103
59799,0,0.0044
59800,0,0.064
59801,0,0.0205
59802,0,0.0831
59803,0,0.1022
59804,0,0.0407
59805,0,0.0012
59806,0,0.0216
59807,0,0.0092
59808,0,0.0038
59809,0,0.0151
59810,0,0.0125
59811,0,0.02
59812,0,0.0104
59813,0,0.0088
59814,0,0.0047
59815,0,0.2634
59816,0,0.2726
59817,0,0.0023
59818,1,0.9021
59819,0,0.1574
59820,0,0.0287
59821,0,0.0599
59822,0,0.0232
59823,0,0.0252
59824,0,0.0413
59825,0,0.012
59826,0,0.041
59827,0,0.137
59828,0,0.123
59829,0,0.0505
59830,0,0.0195
59831,0,0.0117
59832,0,0.077
59833,0,0.0991
59834,0,0.0102
59835,0,0.0219
59836,0,0.0281
59837,0,0.0629
59838,0,0.0963
59839,0,0.0497
59840,0,0.0686
59841,1,0.9757
59842,0,0.0118
59843,0,0.0204
59844,0,0.2865
59845,0,0.0544
59846,0,0.0031
59847,0,0.0175
59848,0,0.0113
59849,0,0.0017
59850,1,0.9778
59851,0,0.0013
59852,0,0.0152
59853,0,0.0301
59854,0,0.0035
59855,0,0.0129
59856,0,0.0097
59857,0,0.0497
59858,1,0.977
59859,0,0.0703
59860,1,0.9374
59861,0,0.0064
59862,0,0.0104
59863,0,0.0073
59864,0,0.0127
59865,0,0.0286
59866,0,0.0437
59867,0,0.0883
59868,0,0.0144
59869,0,0.0342
59870,0,0.0022
59871,0,0.011
59872,0,0.023
59873,0,0.0036
59874,0,0.0379
59875,0,0.0737
59876,0,0.0047
59877,0,0.1859
59878,1,0.9773
59879,0,0.0165
59880,1,0.9664
59881,0,0.0016
59882,0,0.0289
59883,0,0.0696
59884,0,0.028
59885,0,0.0467
59886,0,0.0794
59887,1,0.9263
59888,0,0.0148
59889,0,0.0067
59890,0,0.009
59891,1,0.6992
59892,0,0.0108
59893,0,0.0107
59894,0,0.0282
59895,0,0.0592
59896,0,0.0051
59897,0,0.0158
59898,0,0.0087
59899,0,0.0192
59900,0,0.0172
59901,1,0.7914
59902,0,0.0233
59903,0,0.0216
59904,0,0.0728
59905,0,0.0093
59906,0,0.2943
59907,0,0.0122
59908,0,0.0106
59909,0,0.0149
59910,0,0.0784
59911,0,0.0189
59912,0,0.0179
59913,0,0.0016
59914,0,0.0712
59915,0,0.0182
59916,0,0.0068
59917,0,0.0104
59918,0,0.0051
59919,0,0.0194
59920,0,0.0539
59921,0,0.088
59922,0,0.0649
59923,0,0.0698
59924,0,0.0077
59925,1,0.9598
59926,0,0.0228
59927,0,0.0167
59928,0,0.0092
59929,0,0.0042
59930,0,0.0231
59931,0,0.0127
59932,0,0.0387
59933,0,0.0269
59934,0,0.0079
59935,0,0.005
59936,0,0.0384
59937,0,0.0868
59938,0,0.0721
59939,0,0.2299
59940,1,0.7935
59941,0,0.0017
59942,0,0.0087
59943,0,0.0372
59944,0,0.0116
59945,0,0.0263
59946,0,0.0357
59947,0,0.0065
59948,0,0.0275
59949,1,0.9704
59950,0,0.025
59951,0,0.0413
59952,0,0.0141
59953,0,0.0579
59954,0,0.0406
59955,0,0.0015
59956,0,0.0116
59957,0,0.1476
59958,0,0.0455
59959,0,0.0187
59960,0,0.0072
59961,0,0.0516
59962,0,0.126
59963,0,0.0104
59964,0,0.0012
59965,0,0.0081
59966,1,0.9042
59967,0,0.0198
59968,0,0.0041
59969,0,0.0036
59970,0,0.0775
59971,1,0.9792
59972,1,0.8069
59973,0,0.0491
59974,0,0.0096
59975,0,0.027
59976,0,0.0076
59977,0,0.0761
59978,0,0.1504
59979,0,0.0265
59980,1,0.9867
59981,0,0.0227
59982,1,0.9678
59983,0,0.0784
59984,0,0.0099
59985,0,0.0221
59986,0,0.0366
59987,0,0.0166
59988,0,0.0954
59989,0,0.0125
59990,0,0.0402
59991,0,0.0835
59992,0,0.0111
59993,0,0.0075
59994,0,0.1055
59995,1,0.9626
59996,0,0.0072
59997,0,0.0658
59998,0,0.0913
59999,0,0.0065
60000,0,0.0018
60001,0,0.0134
60002,0,0.0866
60003,0,0.0156
60004,0,0.0087
60005,0,0.0333
60006,0,0.0953
60007,0,0.021
60008,0,0.0166
60009,0,0.0191
60010,0,0.0236
60011,0,0.0151
60012,0,0.077
60013,0,0.0039
60014,0,0.0443
60015,0,0.026
60016,0,0.402
60017,0,0.0226
60018,0,0.0254
60019,1,0.9321
60020,0,0.0422
60021,0,0.0186
60022,0,0.3433
60023,0,0.0447
60024,1,0.9898
60025,0,0.0305
60026,0,0.2301
60027,1,0.6832
60028,0,0.0091
60029,1,0.9706
60030,1,0.5083
60031,0,0.0975
60032,0,0.0685
60033,0,0.0063
60034,0,0.0034
60035,0,0.0771
60036,0,0.0029
60037,0,0.0049
60038,0,0.0325
60039,0,0.0177
60040,0,0.0453
60041,0,0.0744
60042,0,0.0194
60043,0,0.0249
60044,0,0.0632
60045,0,0.0107
60046,0,0.4079
60047,0,0.0234
60048,0,0.001
60049,0,0.0387
60050,0,0.0247
60051,1,0.978
60052,0,0.0194
60053,0,0.054
60054,0,0.004
60055,0,0.0333
